[04:16:41	]ISpilledMyRamen has connected.
[05:30:00	][IC] Zor'thakar-ival'thor-Etanii: ./;  / fyhcj'.
[05:30:01	][IC] Zor'thakar-ival'thor-Etanii: FUCK.
[05:30:03	][LOOC] Zor'thakar-ival'thor-Etanii: FUCK**
[05:30:05	][LOOC] Leon Withers: LOL
[05:30:09	][LOOC] Leon Withers: I DIDNT KNOW IT WAS U
[05:30:14	][LOOC] Leon Withers: U FUCKIN MINGE GRAB ME
[05:30:23	][LOOC] Zor'thakar-ival'thor-Etanii: WTF??
[05:30:27	][LOOC] Leon Withers: omfg
[05:30:33	][LOOC] Leon Withers: dude not today
[05:30:35	][LOOC] Leon Withers: please
[05:30:38	][LOOC] Zor'thakar-ival'thor-Etanii: sorry bro
[05:30:43	][LOOC] Leon Withers: this fucking sucks lol
[05:30:51	]Leon Withers used command '/CharStopBleedout ^'.
[05:30:57	]Leon Withers used command '/HangupPhone ^ 30'.
[05:31:01	]Leon Withers ran SAM command 'hp' with arguments: '^' '30'
[05:31:03	]Leon Withers is no longer unconscious from critical wounds.
[05:31:06	]Leon Withers entered observer.
[05:32:28	][LOOC] Leon Withers: let me heal rq for tunnel
[05:32:35	][LOOC] Leon Withers: i cant believe this happening
[05:32:41	][LOOC] Leon Withers: u fucking did it
[05:32:45	][LOOC] Zor'thakar-ival'thor-Etanii: MCP IN SLUMS??
[05:32:52	][LOOC] Leon Withers: DUDE I DIDNT KNOW IT WAS UOK
[05:32:58	][LOOC] Zor'thakar-ival'thor-Etanii: LOLOLOLOL
[05:33:33	]Leon Withers used command '/EnterTextScreen ⟟⎎ ⊬⍜⎍'⍀⟒ ⍀⟒⏃⎅⟟⋏☌ ⏁⊑⟟⌇ ⊬⍜⎍ ☌⍜⏁ ⏁⍀⍜⌰⌰⟒⎅ ⊑⏃⍀⎅ ⌰⍜⌰⍜⌰⍜⌰⍜⌰ ☌⟒⏁ ⍜⍙⋏⟒⎅, ☍⟟⎅⌇'.
[05:34:17	]Leon Withers used command '/TextAdd ⟟⎎ ⊬⍜⎍'⍀⟒ ⍀⟒⏃⎅⟟⋏☌ ⏁⊑⟟⌇ ⊬⍜⎍ ☌⍜⏁ ⏁⍀⍜⌰⌰⟒⎅ ⊑⏃⍀⎅ ⌰⍜⌰⍜⌰⍜⌰⍜⌰ ☌⟒⏁ ⍜⍙⋏⟒⎅, ☍⟟⎅⌇ 1'.
[05:34:29	]Leon Withers used command '/TextRemove'.
[05:36:11	]Leon Withers used command '/TextAdd <color=green>⌿⟒⋏⟟⌇ ⏃⋏⎅ ⏚⏃⌰⌰⌇ ⏃⋏⎅ ☊⍜☊☍ ⏃⋏⎅ 1'.
[05:36:24	]Leon Withers used command '/TextAdd <color=green>⌿⟒⋏⟟⌇ ⏃⋏⎅ ⏚⏃⌰⌰⌇ ⏃⋏⎅ ☊⍜☊☍ ⏃⋏⎅ ⏃⌇⌇ ⏃⋏⎅ ⏃⋏⎅ ⏃⋏⎅ 1'.
[05:36:36	]Leon Withers used command '/TextAdd <color=green>⌿⟒⋏⟟⌇ ⏃⋏⎅ ⏚⏃⌰⌰⌇ ⏃⋏⎅ ☊⍜☊☍ ⏃⋏⎅ 1'.
[05:36:42	]Leon Withers used command '/TextAdd <color=green>⌿⟒⋏⟟⌇ ⏃⋏⎅ ⏚⏃⌰⌰⌇ ⏃⋏⎅ ☊⍜☊☍ ⏃⋏⎅ 1'.
[05:36:50	]Leon Withers used command '/TextAdd <color=green>⌿⟒⋏⟟⌇ ⏃⋏⎅ ⏚⏃⌰⌰⌇ ⏃⋏⎅ ☊⍜☊☍ ⏃⋏⎅ 1'.
[05:37:41	]Leon Withers used command '/TextAdd <color=green>⌿⟒⋏⟟⌇ ⏃⋏⎅ ⏚⏃⌰⌰⌇ ⏃⋏⎅ ☊ 1'.
[05:38:03	]Leon Withers used command '/TextAdd <color=green>⌿⟒⋏⟟⌇ ⏃⌇ ⏃⋏⎅ ⏃⋏⎅ ⏃⎅ 1'.
[05:38:31	]Leon Withers used command '/TextAdd <color=green>⏃⌿⟒⎅ ⌰⌰ ⋏⎅ ⏃⌇⌇ ⏃⎅ ⏃⎅ 1'.
[05:39:03	]Leon Withers ran SAM command 'hp' with arguments: '^' '1'
[05:39:04	]Leon Withers exited observer at their location.
[05:39:08	]Leon Withers used command '/CharFallOver'.
[05:39:38	]Leon Withers has given himself a smallbag.
[05:39:38	]Leon Withers has gained a 'Small Bag' #2046413.
[05:40:43	][ME] Leon Withers: groans in pain, holding himself together. "You sonuvabitch!"
[05:40:54	][ME] Zor'thakar-ival'thor-Etanii: dug through the man's things, stripping him of all weapons and radios and whatnot. As well, the vortigaunt took his badge to add salt to the wound.
[05:40:55	][LOOC] Leon Withers: are u actually gonna kill me?
[05:40:59	]Zor'thakar-ival'thor-Etanii used command '/CharSearch'.
[05:41:03	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'USP-45' (#1995602)
[05:41:03	]Leon Withers has lost a 'USP-45' #1995602.
[05:41:03	]Zor'thakar-ival'thor-Etanii ran 'drop' on item '17rnd Usp-magazine' (#1995603)
[05:41:03	]Leon Withers has lost a '17rnd Usp-magazine' #1995603.
[05:41:04	]Zor'thakar-ival'thor-Etanii ran 'drop' on item '17rnd Usp-magazine' (#1995605)
[05:41:04	]Leon Withers has lost a '17rnd Usp-magazine' #1995605.
[05:41:04	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Small Bag' (#2046413)
[05:41:04	]Leon Withers has lost a 'Small Bag' #2046413.
[05:41:05	]Zor'thakar-ival'thor-Etanii ran 'drop' on item '17rnd Usp-magazine' (#1995604)
[05:41:05	]Leon Withers has lost a '17rnd Usp-magazine' #1995604.
[05:41:06	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Combine PDA' (#1995583)
[05:41:06	]Leon Withers has lost a 'Combine PDA' #1995583.
[05:41:06	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Request Device' (#2046404)
[05:41:06	]Leon Withers has lost a 'Request Device' #2046404.
[05:41:07	][LOOC] Leon Withers: or hostage ?
[05:41:09	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Purple CCA armband' (#1995595)
[05:41:09	]Leon Withers has lost a 'Purple CCA armband' #1995595.
[05:41:12	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Stunstick' (#1995596)
[05:41:12	]Leon Withers has lost a 'Stunstick' #1995596.
[05:41:16	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Small Bag' (#2003173)
[05:41:16	]Leon Withers has lost a 'Small Bag' #2003173.
[05:41:16	]Zor'thakar-ival'thor-Etanii ran 'drop' on item 'Large Bag' (#2003174)
[05:41:16	]Leon Withers has lost a 'Large Bag' #2003174.
[05:41:21	]Zor'thakar-ival'thor-Etanii has gained a 'Combine Card' #1995597 from a container with the name 'Leon Withers' #96575.
[05:41:22	]Zor'thakar-ival'thor-Etanii has gained a '#54678's Identity Card' #1995582 from a container with the name 'Leon Withers' #96575.
[05:41:27	][LOOC] Zor'thakar-ival'thor-Etanii: metagame...
[05:41:28	][LOOC] Leon Withers: milk?
[05:41:31	][LOOC] Leon Withers: ok
[05:41:38	][LOOC] Leon Withers: i just wanna knwo
[05:41:39	][IC] Zor'thakar-ival'thor-Etanii: Ah... Sweet justice is ours soon enough.
[05:41:44	][LOOC] Leon Withers: none of the CPs are respdong
[05:41:53	][IC] Leon Withers: F-Fuck you...
[05:41:54	][LOOC] Zor'thakar-ival'thor-Etanii: yeah well u wandered here without an escort
[05:41:59	]Zor'thakar-ival'thor-Etanii used command '/CharSearch'.
[05:41:59	][LOOC] Leon Withers: ok
[05:42:01	]Zor'thakar-ival'thor-Etanii has gained a 'Bandage Roll' #2046403 from a container with the name 'Leon Withers' #96575.
[05:42:02	]Zor'thakar-ival'thor-Etanii ran 'give' on item 'Bandage Roll' (#2046403)
[05:42:02	]Zor'thakar-ival'thor-Etanii has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[05:42:02	]Leon Withers was bandaged by Zor'thakar-ival'thor-Etanii for 23 HP.
[05:42:04	][IC] Leon Withers: Pp fair.
[05:42:07	][LOOC] Leon Withers: looc that
[05:42:15	][LOOC] Zor'thakar-ival'thor-Etanii: and slums arent apart of the city.
[05:42:21	][LOOC] Leon Withers: yeah ik the deal
[05:42:27	][LOOC] Leon Withers: same shit with ulterior
[05:42:29	][IC] Zor'thakar-ival'thor-Etanii: How does it feel, to be on the receiving end of such terror? Fear?
[05:42:40	][LOOC] Leon Withers: i cant believe i went so low as they did
[05:42:40	]Zor'thakar-ival'thor-Etanii ran 'ViewAlt' on item 'Large Bag' (#2003174)
[05:42:42	]Zor'thakar-ival'thor-Etanii ran 'take' on item 'Large Bag' (#2003174)
[05:42:42	]Zor'thakar-ival'thor-Etanii has gained a 'Large Bag' #2003174.
[05:42:48	]Zor'thakar-ival'thor-Etanii ran 'take' on item 'Small Bag' (#2046413)
[05:42:48	]Zor'thakar-ival'thor-Etanii has gained a 'Small Bag' #2046413.
[05:42:56	][LOOC] Zor'thakar-ival'thor-Etanii: ok get IC...
[05:42:57	][IC] Leon Withers: ...Fuck you. And fuck your pet... Grunk.
[05:43:09	][IC] Zor'thakar-ival'thor-Etanii: ...Grunk? How do you know this name?
[05:43:37	][ME] Leon Withers: spits out blood, groaning in pain. He appears to be in angony.
[05:43:51	][IC] Leon Withers: We know your tribe was never caught... The report said so...
[05:43:59	][IC] Leon Withers: Know that even if I fuckin' die today...
[05:44:05	][IC] Leon Withers: We'll never stop hunting you...
[05:44:07	][ME] Zor'thakar-ival'thor-Etanii: brought its claws in the air, chanting something in its natural language, powering a green energy into its palms - clearly about to execute the Combine agent once and for all.
[05:44:15	][ME] Leon Withers: is killed.
[05:44:17	][IC] Zor'thakar-ival'thor-Etanii: The same will be said for us.
[05:44:19	]Leon Withers was knocked unconscious and is bleeding out.
[05:44:19	][VORT] Zor'thakar-ival'thor-Etanii has damaged Leon Withers, dealing 96 with vortbeam
[05:44:26	][LOOC] Zor'thakar-ival'thor-Etanii: just... pk urself i guess
[05:44:28	][LOOC] Leon Withers: dumb shit
[05:44:32	][LOOC] Leon Withers: god mode 
[05:44:34	][LOOC] Zor'thakar-ival'thor-Etanii: sorry brah
[05:44:35	]Leon Withers ran SAM command 'slay' with arguments: '^'
[05:44:43	][LOOC] Zor'thakar-ival'thor-Etanii: wtf no death bag?
[05:44:44	]Leon Withers entered observer.
[05:45:49	]Leon Withers ran 'take' on item 'Request Device' (#2046404)
[05:45:49	]Leon Withers has gained a 'Request Device' #2046404.
[05:45:50	]Leon Withers ran 'take' on item '17rnd Usp-magazine' (#1995604)
[05:45:50	]Leon Withers has gained a '17rnd Usp-magazine' #1995604.
[05:45:51	]Leon Withers ran 'take' on item 'Combine PDA' (#1995583)
[05:45:51	]Leon Withers has gained a 'Combine PDA' #1995583.
[05:45:52	]Leon Withers ran 'take' on item 'Small Bag' (#2003173)
[05:45:52	]Leon Withers has gained a 'Small Bag' #2003173.
[05:45:54	]Leon Withers ran 'take' on item 'Purple CCA armband' (#1995595)
[05:45:54	]Leon Withers has gained a 'Purple CCA armband' #1995595.
[05:45:56	]Leon Withers ran 'take' on item 'Stunstick' (#1995596)
[05:45:56	]Leon Withers has gained a 'Stunstick' #1995596.
[05:46:02	]Leon Withers ran 'take' on item 'USP-45' (#1995602)
[05:46:02	]Leon Withers has gained a 'USP-45' #1995602.
[05:46:26	]Leon Withers ran 'take' on item '17rnd Usp-magazine' (#1995605)
[05:46:26	]Leon Withers has gained a '17rnd Usp-magazine' #1995605.
[05:46:28	]Leon Withers ran 'take' on item '17rnd Usp-magazine' (#1995603)
[05:46:28	]Leon Withers has gained a '17rnd Usp-magazine' #1995603.
[05:46:34	][IC] Zor'thakar-ival'thor-Etanii: Ok.
[05:46:36	]Leon Withers ran 'Write' on item 'Salutem ex dolore.' (#2038044)
[05:46:40	][IC] Zor'thakar-ival'thor-Etanii: I will trim the clips and whatnot.
[05:46:45	][IC] Zor'thakar-ival'thor-Etanii: And upload them to youtube.
[05:46:59	][LOOC] Leon Withers: good?
[05:47:11	][IC] Zor'thakar-ival'thor-Etanii: Good enough for a troll that will last 1 day.
[05:47:14	]Leon Withers exited observer at their location.
[05:47:18	]Leon Withers ran 'Equip' on item 'Stunstick' (#1995596)
[05:47:26	][IC] Leon Withers: If only it was the real deal.
[05:47:32	][IC] Zor'thakar-ival'thor-Etanii: Ikr.
[05:47:37	][IC] Leon Withers: Be so le epic.
[05:47:51	][IC] Leon Withers: I wouldnt mind it.
[05:47:51	]Leon Withers has taken 40 damage from Zor'thakar-ival'thor-Etanii.
[05:47:51	][VORT] Zor'thakar-ival'thor-Etanii has damaged Leon Withers dealing 40 with vortslam
[05:47:51	]Zor'thakar-ival'thor-Etanii has gained level 30 in the Vortessence skill.
[05:47:55	][IC] Leon Withers: One day.
[05:47:56	][IC] Zor'thakar-ival'thor-Etanii: 40 damage. So shit.
[05:48:08	][IC] Leon Withers: To like be a HVT then captured.
[05:48:12	][IC] Leon Withers: Killed.
[05:48:14	][IC] Leon Withers: On main.
[05:48:17	][IC] Leon Withers: All done legit.
[05:48:19	][IC] Zor'thakar-ival'thor-Etanii: Wouldnt work outside of dead hours.
[05:48:24	][IC] Leon Withers: Yeah maybe.
[05:48:27	][IC] Zor'thakar-ival'thor-Etanii: As soon as a citizen sees someond dragging someone in the suit.
[05:48:29	][IC] Zor'thakar-ival'thor-Etanii: Instant /request.
[05:48:36	][IC] Zor'thakar-ival'thor-Etanii: Even if it's underground.
[05:48:43	][IC] Leon Withers: Ive been thinking of limiting request devices to uh.
[05:48:46	][IC] Leon Withers: Loyalists.
[05:48:56	][IC] Zor'thakar-ival'thor-Etanii: Unless staff let us ICly escape the city and continue RP in the expedition server or something.
[05:48:58	][IC] Leon Withers: And moving terminals.
[05:49:11	][IC] Leon Withers: Farther apart from each other.
[05:49:21	][IC] Zor'thakar-ival'thor-Etanii: Good idea honestly.
[05:49:26	]Leon Withers used command '/CharEditBodygroup Etanii'.
[05:49:31	][IC] Zor'thakar-ival'thor-Etanii: But also 90% of citizen players are already loyalists so womp womp.
[05:49:46	][IC] Leon Withers: Maybe next map change.
[05:49:47	][IC] Leon Withers: Maybe.
[05:50:02	][IC] Leon Withers: Hopefully with hoki's campaign.
[05:50:08	][IC] Leon Withers: People might actually just hate cops.
[05:50:25	][IC] Leon Withers: And not lick our boots.
[05:50:31	][IC] Leon Withers: Wish i was a command unit.
[05:50:33	][IC] Leon Withers: Or RL.
[05:50:37	][IC] Leon Withers: At least command unit.
[05:50:49	][IC] Zor'thakar-ival'thor-Etanii: We shall see..
[05:51:09	][IC] Leon Withers: Im already enforcing shit as MCP but im limited.
[05:51:25	][IC] Leon Withers: Me and hoki were hating it so much.
[05:51:31	][IC] Leon Withers: How like radio is being used.
[05:51:35	][IC] Zor'thakar-ival'thor-Etanii: Im wondering if i should be unironic in trying to be MCP.
[05:51:45	][IC] Zor'thakar-ival'thor-Etanii: Idk.
[05:51:47	][IC] Leon Withers: Dude literally was  like /r 10-19 10-7. Going to... Sleep.
[05:51:52	][IC] Zor'thakar-ival'thor-Etanii: Claptrap might not let me in because the tirefest lolol.
[05:51:57	][IC] Leon Withers: Uh yeah.
[05:52:02	][IC] Leon Withers: Maybe! I mean clap defended u.
[05:52:07	][IC] Leon Withers: Like pretty hard.
[05:52:08	][IC] Zor'thakar-ival'thor-Etanii: Bless him.
[05:52:14	][IC] Zor'thakar-ival'thor-Etanii: What did he say... Leak.
[05:52:16	][IC] Leon Withers: Because hiros wanted to ban u.
[05:52:34	][IC] Zor'thakar-ival'thor-Etanii: Oh so thats why he said 'comedy' on a screenshot of when neonity kicked me from cp discord for a joke.
[05:52:39	][IC] Zor'thakar-ival'thor-Etanii: Bro is praying on my downfall...
[05:52:59	][IC] Leon Withers: Yeah clap basically told him 'you're being too anal about something harmless'.
[05:53:10	][IC] Zor'thakar-ival'thor-Etanii: Was it just hiros...
[05:53:10	][IC] Leon Withers: Almost somewhat exact words.
[05:53:15	][IC] Leon Withers: Uhhh other staff too.
[05:53:26	][IC] Zor'thakar-ival'thor-Etanii: I'll send pipe bombs to their address.
[05:53:27	][IC] Leon Withers: I cant remember who but hiros was heavily advocating for it.
[05:53:33	][IC] Zor'thakar-ival'thor-Etanii: Brah 2 months is INSANE.
[05:53:43	][IC] Zor'thakar-ival'thor-Etanii: Last time i was banned was over a year ago and i got it appealed next day.
[05:53:52	][IC] Leon Withers: 2 months because he didnt know ur last ban was false.
[05:53:58	][IC] Leon Withers: And ig he didnt read the date.
[05:54:01	][IC] Zor'thakar-ival'thor-Etanii: They saw Liam's case as intentionally malicious and they only got him for a week...
[05:54:22	][IC] Zor'thakar-ival'thor-Etanii: I was just making some fun for citizens and i get banned for 2 months... WHEN IT WASNT EVEN MY IDEA.
[05:54:25	][IC] Leon Withers: Also hud change soon...
[05:54:27	][IC] Leon Withers: For CPs.
[05:54:33	][IC] Leon Withers: Not big change but the ones I suggested.
[05:54:35	][IC] Zor'thakar-ival'thor-Etanii: Grrr...
[05:54:36	][IC] Leon Withers: Votton working on it.
[05:54:41	][IC] Zor'thakar-ival'thor-Etanii: Nice.
[05:54:51	][IC] Zor'thakar-ival'thor-Etanii: You're one of the good cabal agents, willum... I luv u.
[05:55:03	][IC] Leon Withers: It'll basically be the tagline 'VICE-08' above the head.
[05:55:16	][IC] Leon Withers: Like example: <: VICE-08 :>'.
[05:55:25	][IC] Zor'thakar-ival'thor-Etanii: Nice.
[05:55:37	][IC] Leon Withers: And they'll be making it so you cant see through walls.
[05:55:44	][IC] Zor'thakar-ival'thor-Etanii: Double nice.
[05:55:47	][IC] Leon Withers: We're also considering easing up the logs.
[05:56:00	][IC] Leon Withers: The little feed in the corner.
[05:56:08	][IC] Zor'thakar-ival'thor-Etanii: Just make it for dispatch only tbh.
[05:56:10	][IC] Leon Withers: But idk, we'll see. Still in debate.
[05:56:10	][IC] Zor'thakar-ival'thor-Etanii: Gives them more use.
[05:56:17	][IC] Leon Withers: We're looking at what lancer did.
[05:56:22	][IC] Zor'thakar-ival'thor-Etanii: Which is.
[05:56:29	][IC] Leon Withers: Im cop there so i got all access to the shit.
[05:56:33	][IC] Leon Withers: They have modules.
[05:56:38	][IC] Leon Withers: Imma send the video.
[05:57:34	]willumhf (STEAM_0:0:133779472) has disconnected.
[05:57:43	]The Milkman (STEAM_0:1:104895897) has disconnected.
