[20:28:42	]Hayden has connected.
[21:46:19	]C17:RCT.YELLO-83 has gained a 'Repair Plating' #1653346.
[21:46:19	]C17:RCT.YELLO-83 has gained 0 chips.
[21:46:19	]C17:RCT.YELLO-83 has gained a 'Repair Plating' #1653347.
[21:46:20	]average rebel sigma used command '/GroupInvite'.
[21:46:20	]C24:i3.GRID-2 ran 'Equip' on item 'Incendiary Grenade' (#1652420)
[21:46:22	][Y] C24:i1.JUDGE-2: <:: Eat it. ::>
[21:46:23	]C24:RCT.KING-4 has gained a '25rnd Ump-magazine' #1653225.
[21:46:23	]C24:RCT.KING-4 has lost a '25rnd Ump-magazine' #1653224.
[21:46:24	]average rebel sigma used command '/GroupInvite'.
[21:46:24	][IC] C24:i3.GRID-2: <:: OH. ::>
[21:46:25	]C24:i1.JUDGE-2 was killed while bleeding out.
[21:46:25	]func_button has killed C24:i1.JUDGE-2 with func_button.
[21:46:26	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653318)
[21:46:26	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653322)
[21:46:27	][IC] C24:i3.GRID-2: <:: THATS AN ERROR. ::>
[21:46:27	][IC] C17:RCT.YELLO-57: <:: Hah. ::>
[21:46:28	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653322)
[21:46:29	]C17:RCT.YELLO-55 has taken 10 damage from worldspawn.
[21:46:29	][IC] C17:RCT.YELLO-57: <:: Haha. ::>
[21:46:29	]average rebel sigma used command '/GroupInvite'.
[21:46:29	]C24:RCT.KING-4 ran 'drop' on item 'CP Uniform' (#1653202)
[21:46:30	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653323)
[21:46:31	]Joe Mama used command '/PlaySound grove.ogg 900'.
[21:46:31	]average rebel sigma used command '/GroupInvite'.
[21:46:34	]C24:i1.JUDGE-2 used the 'John Doe' vendor.
[21:46:34	]C24:i3.GRID-2 used command '/ToggleRaise'.
[21:46:35	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653320)
[21:46:35	]Joe Mama used the 'John Doe' vendor.
[21:46:36	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653321)
[21:46:36	]Saul Goodman used command '/ExitAct'.
[21:46:37	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653319)
[21:46:37	][IC] C17:RCT.YELLO-55: <:: Wasnt me. ::>
[21:46:38	]C17:RCT.YELLO-83 ran 'combine' on item 'Sub-machinegun Bullets' (#1653329)
[21:46:38	]C24:i1.JUDGE-2 has gained 0 chips.
[21:46:38	]C24:i1.JUDGE-2 has gained a 'CP Command Uniform' #1653348.
[21:46:38	]C17:RCT.YELLO-83 ran 'combine' on item 'Sub-machinegun Bullets' (#1653295)
[21:46:39	]C17:RCT.YELLO-83 ran 'combine' on item 'Sub-machinegun Bullets' (#1653330)
[21:46:39	]C17:RCT.YELLO-83 ran 'combine' on item 'Sub-machinegun Bullets' (#1653330)
[21:46:41	][OOC] Denis Volkov: turn voice chat on no ballz
[21:46:41	]John Black used command '/ExitAct'.
[21:46:41	]C17:RCT.YELLO-55 ran 'use' on item 'Disinfected Bandage Roll' (#1653055)
[21:46:41	]C17:RCT.YELLO-55 has performed the 'Use Disinfected Bandage Roll' action, gaining 18 experience in medicine.
[21:46:41	]C17:RCT.YELLO-55 was disinfected by C17:RCT.YELLO-55 for 42 seconds.
[21:46:41	]C17:RCT.YELLO-55 was bandaged by C17:RCT.YELLO-55 for 15 HP.
[21:46:42	]Felix used command '/ExitAct'.
[21:46:42	]Saul Goodman used command '/ToggleRaise'.
[21:46:42	]C24:i1.JUDGE-2 ran 'drop' on item 'CP Command Uniform' (#1535694)
[21:46:42	]C24:i1.JUDGE-2 has lost a 'CP Command Uniform' #1535694.
[21:46:43	]C24:RCT.KING-4 ran 'drop' on item 'CP Uniform' (#1653202)
[21:46:43	]C17:RCT.YELLO-83 ran 'drop' on item 'Makeshift Bandage Roll' (#1653333)
[21:46:43	]C17:RCT.YELLO-83 has lost a 'Makeshift Bandage Roll' #1653333.
[21:46:43	]Saul Goodman used command '/ToggleRaise'.
[21:46:47	][Y] John Black: /actstyand.
[21:46:49	]John Husky used command '/ExitAct'.
[21:46:49	][ME] Tyrone long Dee Style: boogies
[21:46:49	]Joe Mama used the 'John Doe' vendor.
[21:46:50	]C17:RCT.YELLO-55 used the 'John Doe' vendor.
[21:46:50	][OOC] C17:RCT.YELLO-15: we haven't started yet and someone is already dead.
[21:46:50	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[21:46:51	]Saul Goodman used command '/ToggleRaise'.
[21:46:52	]Saul Goodman used command '/ToggleRaise'.
[21:46:53	][IC] Tyrone long Dee Style: Ah.
[21:46:53	]Denis Volkov used command '/ActStand'.
[21:46:53	][IC] Tyrone long Dee Style: Ye.
[21:46:54	]Saul Goodman used command '/ToggleRaise'.
[21:46:54	]C17:RCT.YELLO-83 has gained 0 chips.
[21:46:54	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653349.
[21:46:54	]John Black has gained a '8rnd 870-magazine' #1653174.
[21:46:54	]John Black has lost a '8rnd 870-magazine' #1653176.
[21:46:55	]C24:RCT.KING-4 ran 'Equip' on item 'Frag Grenade' (#1653241)
[21:46:55	]C17:RCT.YELLO-83 has gained 0 chips.
[21:46:55	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653350.
[21:46:55	][IC] Tyrone long Dee Style: Alright.
[21:46:56	]C24:i1.JUDGE-2 used the 'John Doe' vendor.
[21:46:56	]Saul Goodman used command '/ToggleRaise'.
[21:46:57	]Denis Volkov used command '/ExitAct'.
[21:46:57	]Saul Goodman used command '/ToggleRaise'.
[21:46:58	]Joe Mama has given himself a oldrevolver.
[21:46:58	]Joe Mama has gained a 'Popper' #1653351.
[21:46:58	]C17:RCT.YELLO-96 has gained a '25rnd Ump-magazine' #1652924.
[21:46:58	]C17:RCT.YELLO-96 has lost a '25rnd Ump-magazine' #1652923.
[21:46:58	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653323.
[21:46:59	]John Black has gained a '8rnd 870-magazine' #1653176.
[21:46:59	]John Black has lost a '8rnd 870-magazine' #1653174.
[21:46:59	]Saul Goodman used command '/ToggleRaise'.
[21:46:59	]S10/OWS.VAMP-87 used command '/CharSearch'.
[21:47:00	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[21:47:01	]Hayden has spawned 'models/mosi/fallout4/props/fortifications/vaultcrate04.mdl'.
[21:47:02	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:02	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653352.
[21:47:02	]Joe Mama has given himself a bullets_357.
[21:47:02	]Joe Mama has gained a '357 Rounds' #1653353.
[21:47:02	][OOC] Stan Gomez: femchar owned.
[21:47:03	]Joe Mama has given himself a bullets_357.
[21:47:03	]John Black has gained a '8rnd 870-magazine' #1653174.
[21:47:03	]John Black has lost a '8rnd 870-magazine' #1653176.
[21:47:03	]Joe Mama has gained a '357 Rounds' #1653354.
[21:47:03	]S10/OWS.VAMP-87 used command '/CharSearch'.
[21:47:04	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653352)
[21:47:04	][OOC] C24:i3.GRID-2: combine purges kill your local RL
[21:47:05	]C24:RCT.KING-4 has gained a '25rnd Ump-magazine' #1653224.
[21:47:05	]C24:RCT.KING-4 has lost a '25rnd Ump-magazine' #1653225.
[21:47:05	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[21:47:06	]C17:RCT.YELLO-57 ran 'Equip' on item 'Combine PDA' (#1653005)
[21:47:07	]C24:RCT.KING-4 has gained a '25rnd Ump-magazine' #1653225.
[21:47:07	]C24:RCT.KING-4 has lost a '25rnd Ump-magazine' #1653224.
[21:47:07	]John Black has gained a '8rnd 870-magazine' #1653176.
[21:47:07	]John Black has lost a '8rnd 870-magazine' #1653174.
[21:47:08	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:08	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653355.
[21:47:09	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:09	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653356.
[21:47:10	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:10	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653357.
[21:47:10	]Hayden used command '/Staff Will give it 3 mins'.
[21:47:10	]Joe Mama has given himself a magazine_popper_6rnd.
[21:47:10	]Joe Mama has gained a '6rnd Popper-magazine' #1653358.
[21:47:11	]Joe Mama has given himself a magazine_popper_6rnd.
[21:47:11	]Joe Mama has gained a '6rnd Popper-magazine' #1653359.
[21:47:11	]Joe Mama has given himself a magazine_popper_6rnd.
[21:47:11	]Joe Mama has gained a '6rnd Popper-magazine' #1653360.
[21:47:12	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:12	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653361.
[21:47:12	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:12	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653362.
[21:47:12	]Joe Mama has given himself a magazine_popper_6rnd.
[21:47:12	]Joe Mama has gained a '6rnd Popper-magazine' #1653363.
[21:47:13	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:13	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653364.
[21:47:13	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:13	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653365.
[21:47:14	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:14	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653366.
[21:47:14	]Saul Goodman used command '/ActCheer'.
[21:47:14	]Joe Mama ran 'combine' on item '6rnd Popper-magazine' (#1653359)
[21:47:14	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:14	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653367.
[21:47:15	]Joe Mama ran 'combine' on item '6rnd Popper-magazine' (#1653363)
[21:47:15	]Joe Mama ran 'combine' on item '6rnd Popper-magazine' (#1653360)
[21:47:15	]S10/OWS.VAMP-87 used command '/CharSearch'.
[21:47:16	]John Black used command '/ActCheer'.
[21:47:16	][IC] C17:RCT.YELLO-55: <:: Holy shit. ::>
[21:47:16	]Joe Mama ran 'combine' on item '6rnd Popper-magazine' (#1653358)
[21:47:17	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653357)
[21:47:18	]Stan Gomez used command '/ToggleRaise'.
[21:47:18	]Tyrone long Dee Style used command '/ToggleRaise'.
[21:47:18	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653356)
[21:47:18	]John Black used command '/ActCheer'.
[21:47:19	][IC] C17:RCT.YELLO-55: <:: I shoudl totally do tihs. ::>
[21:47:19	]Joe Mama ran 'Equip' on item 'Popper' (#1653351)
[21:47:19	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653355)
[21:47:20	]Joe Mama has lost a '6rnd Popper-magazine' #1653363.
[21:47:20	]C17:RCT.YELLO-83 ran 'combine' on item '25rnd Ump-magazine' (#1653355)
[21:47:20	]Saul Goodman used command '/ActCheer 2'.
[21:47:21	]C24:i1.JUDGE-2 used the 'John Doe' vendor.
[21:47:23	]Saul Goodman used command '/ActCheer 3'.
[21:47:24	]John Black used command '/ActCheer 2'.
[21:47:24	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[21:47:24	]Pavel Artyomov used command '/ActCheer'.
[21:47:25	]C17:RCT.YELLO-55 has changed C17:RCT.YELLO-55's bodygroups.
[21:47:25	]Denis Volkov ran 'Equip' on item 'Flash Grenade' (#1653063)
[21:47:26	]Joe Mama has lost a '8rnd 870-magazine' #1653305.
[21:47:27	]Saul Goodman used command '/ActCheer 3'.
[21:47:28	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:47:29	]C17:RCT.YELLO-55 has changed C17:RCT.YELLO-55's bodygroups.
[21:47:29	]John Black used command '/ActCheer 3'.
[21:47:29	]Tyrone long Dee Style used command '/ActCheer 2'.
[21:47:30	]C17:RCT.YELLO-83 used command '/ToggleRaise'.
[21:47:31	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[21:47:31	]Pavel Artyomov used command '/ActCheer 3'.
[21:47:31	][IC] C24:i3.GRID-2: <:: Bruh I wish I had this kinda drip ingame. ::>
[21:47:31	][IC] Joe Biden: Civil protection eating shit right now.
[21:47:32	]C24:i1.JUDGE-2 used the 'John Doe' vendor.
[21:47:32	][IC] C17:RCT.YELLO-55: <:: Ah yes. ::>
[21:47:32	]John Black used command '/ActCheer 2'.
[21:47:33	][IC] Stan Gomez: <:: LOOOOOOOOOL. ::>
[21:47:34	]Tyrone long Dee Style used command '/ActCheer 1'.
[21:47:34	]Saul Goodman used command '/ActCheer 2'.
[21:47:35	]Joe Mama has given himself a flashlight.
[21:47:35	]Joe Mama has gained a 'Flashlight' #1653368.
[21:47:36	]John Black used command '/ActCheer 2'.
[21:47:37	]Joe Mama ran 'drop' on item 'Flashlight' (#1653368)
[21:47:37	]Joe Mama has lost a 'Flashlight' #1653368.
[21:47:38	]C24:RCT.KING-4 has changed C24:RCT.KING-4's bodygroups.
[21:47:38	]Tyrone long Dee Style used command '/ActCheer 3'.
[21:47:38	]S10/OWS.VAMP-87 has gained level 41 in the Guns skill.
[21:47:38	][IC] Felix: Real.
[21:47:39	]S10/OWS.VAMP-87 has gained level 41 in the Speed skill.
[21:47:39	]Joe Mama destroyed a '8rnd 870-magazine' #1653296.
[21:47:39	]Joe Mama destroyed a '8rnd 870-magazine' #1653293.
[21:47:39	]Joe Mama destroyed a '8rnd 870-magazine' #1653294.
[21:47:40	]Joe Mama destroyed a 'Buckshot Shotgun Shells' #1652566.
[21:47:40	]John Black used command '/ActCheer 2'.
[21:47:41	]Saul Goodman used command '/ActCheer 3'.
[21:47:41	][IC] C24:i3.GRID-2: <:: Jesus fucking christ. ::>
[21:47:41	]Joe Mama destroyed a 'Buckshot Shotgun Shells' #1652732.
[21:47:42	]Joe Mama destroyed a '30rnd AK-magazine' #1651865.
[21:47:43	]Tyrone long Dee Style used command '/ActCheer 3'.
[21:47:43	]Joe Mama destroyed a 'Buckshot Shotgun Shells' #1652567.
[21:47:44	]Saul Goodman used command '/ActCheer 2'.
[21:47:44	]John Black used command '/ActCheer 2'.
[21:47:44	][IC] C17:RCT.YELLO-83: <:: My god. ::>
[21:47:45	]Joe Mama destroyed a 'Zip Jacket' #1410929.
[21:47:45	][IC] C24:i3.GRID-2: <:: Clonewars lookin ass. ::>
[21:47:47	]Tyrone long Dee Style used command '/ActCheer 1'.
[21:47:47	]Joe Mama has gained a '8rnd 870-magazine' #1653305.
[21:47:47	]Joe Mama has lost a '8rnd 870-magazine' #1653304.
[21:47:48	]Saul Goodman used command '/ActCheer 1'.
[21:47:49	]C17:RCT.YELLO-55 is fully healed.
[21:47:49	]Hayden used command '/Announce 3 minutes until the test starts'.
[21:47:50	]Tyrone long Dee Style used command '/ActCheck'.
[21:47:52	]Stan Gomez has changed Stan Gomez's bodygroups.
[21:47:52	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[21:47:52	]Tyrone long Dee Style used command '/ExitAct'.
[21:47:52	][IC] C24:i3.GRID-2: <:: Haha. ::>
[21:47:53	]C17:RCT.YELLO-55 has changed C17:RCT.YELLO-55's bodygroups.
[21:47:55	]John Black used command '/ActCheer 2'.
[21:47:55	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:55	]C17:RCT.YELLO-83 has gained a 'Incendiary Grenade' #1653369.
[21:47:56	][IC] C17:RCT.YELLO-55: <:: Hello. ::>
[21:47:56	]Hayden ran SAM command 'bring' with arguments: 'JUDGE-2'
[21:47:57	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:57	]C17:RCT.YELLO-83 has gained a 'Frag Grenade' #1653370.
[21:47:58	]C17:RCT.YELLO-83 has gained 0 chips.
[21:47:58	]C17:RCT.YELLO-83 has gained a 'Flash Grenade' #1653371.
[21:47:58	]C17:RCT.YELLO-57 ran 'EquipUn' on item 'Combine PDA' (#1653005)
[21:47:59	]John Black used command '/ActCheer 2'.
[21:47:59	]Jody Mayflower used command '/Staff Gotcha'.
[21:47:59	][IC] Stan Gomez: Hi.
[21:48:00	][IC] Tyrone long Dee Style: Oof no music/.
[21:48:00	]C17:RCT.YELLO-57 ran 'EquipUn' on item 'Stunstick' (#1373216)
[21:48:00	]C17:RCT.YELLO-55 has changed C17:RCT.YELLO-55's bodygroups.
[21:48:01	][IC] Joe Biden: Eat.shit.die.
[21:48:02	]John Black used command '/ActCheer 2'.
[21:48:03	]C17:RCT.YELLO-96 has gained a '25rnd Ump-magazine' #1652923.
[21:48:03	]C17:RCT.YELLO-96 has lost a '25rnd Ump-magazine' #1652924.
[21:48:04	]C17:RCT.YELLO-83 ran 'Equip' on item 'Flash Grenade' (#1653371)
[21:48:04	]Jody Mayflower used command '/Announce gotcha'.
[21:48:05	]Saul Goodman used command '/ActCheer'.
[21:48:05	]C17:RCT.YELLO-83 ran 'combine' on item 'Sub-machinegun Bullets' (#1653330)
[21:48:05	]Tyrone long Dee Style used command '/ToggleRaise'.
[21:48:05	]C17:RCT.YELLO-83 ran 'combine' on item 'Sub-machinegun Bullets' (#1653330)
[21:48:06	]Stan Gomez has changed Stan Gomez's bodygroups.
[21:48:07	]C17:RCT.YELLO-57 used command '/CP Zamn'.
[21:48:07	]John Black used command '/ActCheer 2'.
[21:48:07	][IC] C24:i3.GRID-2: Bro what is this hair.
[21:48:08	][IC] C17:RCT.YELLO-55: <:: Balls. ::>
[21:48:09	][IC] Stan Gomez: <:: Test. ::>
[21:48:09	]Denis Volkov has taken 5 damage from Tyrone long Dee Style.
[21:48:10	]S10/OWS.VAMP-87 used command '/ToggleRaise'.
[21:48:10	]Denis Volkov has taken 5 damage from Tyrone long Dee Style.
[21:48:11	]John Black used command '/ActCheer 2'.
[21:48:11	]Joe Mama used command '/PlaySound music/cheesey/louis_armstrong_-_what_a_wonderful_world_lyrics.ogg 900'.
[21:48:12	]C24:i3.GRID-2 used command '/Radio Test'.
[21:48:12	]Saul Goodman used command '/ActCheer'.
[21:48:14	]Tyrone long Dee Style used command '/ToggleRaise'.
[21:48:15	]John Black used command '/ActCheer 2'.
[21:48:15	][IC] C17:RCT.YELLO-55: <:: Hoki ur so pretty. ::>
[21:48:16	][IC] C24:i3.GRID-2: Still have radio.
[21:48:17	]Tyrone long Dee Style used command '/ToggleRaise'.
[21:48:18	]John Black used command '/ActCheer 2'.
[21:48:19	][IC] C24:i3.GRID-2: AAAAAAAAAAAAAAAAAAAA.
[21:48:19	][IC] Stan Gomez: <:: Thanks :3. ::>
[21:48:20	]C17:RCT.YELLO-55 ran 'Equip' on item 'Flash Grenade' (#1653073)
[21:48:20	]C17:RCT.YELLO-57 used command '/CP Nice test'.
[21:48:21	]Felix ran 'Equip' on item 'Frag Grenade' (#1652775)
[21:48:21	]S10/OWS.VAMP-87 used the 'John Doe' vendor.
[21:48:22	]Denis Volkov has taken 45 damage from Tyrone long Dee Style.
[21:48:22	]Tyrone long Dee Style destroyed a 'Kitchen Knife' #1652546.
[21:48:22	]Tyrone long Dee Style destroyed a 'Disinfected Bandage Roll' #1652798.
[21:48:22	]Tyrone long Dee Style destroyed a 'Kitchen Knife' #1652450.
[21:48:22	]Tyrone long Dee Style destroyed a '30rnd AK-magazine' #1651866.
[21:48:22	]Tyrone long Dee Style destroyed a 'Kitchen Knife' #1652835.
[21:48:22	]Tyrone long Dee Style destroyed a 'Buckshot Shotgun Shells' #1652874.
[21:48:22	]Tyrone long Dee Style destroyed a 'Buckshot Shotgun Shells' #1652750.
[21:48:22	]Tyrone long Dee Style destroyed a 'Makeshift Bandage Roll' #1652689.
[21:48:22	]Tyrone long Dee Style destroyed a 'Empty Breen's Water' #1652859.
[21:48:22	]Tyrone long Dee Style destroyed a 'Empty Jar' #1652857.
[21:48:22	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[21:48:22	]Felix ran 'Equip' on item 'Incendiary Grenade' (#1652803)
[21:48:23	]Joe Mama has spawned a 'NPC [1090][npc_zombie]'.
[21:48:24	]Joe Mama has spawned a 'NPC [508][npc_zombie]'.
[21:48:24	]S10/OSL.GHOST-70 entered observer.
[21:48:24	][IC] average rebel sigma: Chaos spreads.
[21:48:25	]John Black has gained a '8rnd 870-magazine' #1653174.
[21:48:25	]John Black has lost a '8rnd 870-magazine' #1653176.
[21:48:25	]average rebel sigma used command '/ToggleRaise'.
[21:48:25	]C17:RCT.YELLO-83 has gained 0 chips.
[21:48:25	]C17:RCT.YELLO-83 has gained a 'Disinfected Bandage Roll' #1653372.
[21:48:26	]C17:RCT.YELLO-55 used command '/ToggleRaise'.
[21:48:26	]C17:RCT.YELLO-83 has gained 0 chips.
[21:48:26	]C17:RCT.YELLO-83 has gained a 'Disinfected Bandage Roll' #1653373.
[21:48:26	]C24:i1.JUDGE-2 has changed C24:i1.JUDGE-2's bodygroups.
[21:48:27	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:27	]average rebel sigma has critically hit npc_zombie in the right arm dealing 5 damage (CritChance was 0.84).
[21:48:27	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:27	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:27	]average rebel sigma has critically hit npc_zombie in the right arm dealing 5 damage (CritChance was 0.84).
[21:48:27	]average rebel sigma has critically hit npc_zombie in the right arm dealing 5 damage (CritChance was 0.84).
[21:48:27	]average rebel sigma has critically hit npc_zombie in the right arm dealing 5 damage (CritChance was 0.84).
[21:48:27	]average rebel sigma has critically hit npc_zombie in the right arm dealing 5 damage (CritChance was 0.84).
[21:48:27	][Y] Joe Mama: Zombies!
[21:48:27	]Jody Mayflower has taken 10 damage from npc_zombie.
[21:48:27	]S10/OWS.VAMP-87 has gained 0 chips.
[21:48:27	]S10/OWS.VAMP-87 has gained a 'Flash Grenade' #1653374.
[21:48:27	][IC] Jody Mayflower: Yes.
[21:48:27	]Tyrone long Dee Style ran 'Equip' on item 'Frag Grenade' (#1652685)
[21:48:28	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:28	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:28	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:28	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:28	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:28	]average rebel sigma has critically hit npc_zombie in the chest dealing 5 damage (CritChance was 0.84).
[21:48:28	]C17:RCT.YELLO-55 has gained a '25rnd Ump-magazine' #1652988.
[21:48:28	]C17:RCT.YELLO-55 has lost a '25rnd Ump-magazine' #1652989.
[21:48:28	]Jody Mayflower is fully healed.
[21:48:28	]Jody Mayflower used command '/ToggleRaise'.
[21:48:28	]C17:RCT.YELLO-96 used the 'John Doe' vendor.
[21:48:29	]Jody Mayflower has taken 5 damage from npc_headcrab.
[21:48:30	]C17:RCT.YELLO-55 has gained a '25rnd Ump-magazine' #1652989.
[21:48:30	]C17:RCT.YELLO-55 has lost a '25rnd Ump-magazine' #1652988.
[21:48:30	]Jody Mayflower has critically hit npc_headcrab dealing 7 damage (CritChance was 0.81).
[21:48:30	]Jody Mayflower has critically hit npc_headcrab dealing 7 damage (CritChance was 0.81).
[21:48:31	]S10/OWS.VAMP-87 ran 'Equip' on item 'Flash Grenade' (#1653374)
[21:48:31	]C17:RCT.YELLO-96 has gained 0 chips.
[21:48:31	][IC] Joe Biden: We got you now boah.
[21:48:31	]C17:RCT.YELLO-96 has gained a 'Flash Grenade' #1653375.
[21:48:32	]S10/OSL.GHOST-70 exited observer at their location.
[21:48:32	]average rebel sigma has gained a '8rnd 870-magazine' #1652691.
[21:48:32	]average rebel sigma has lost a '8rnd 870-magazine' #1652723.
[21:48:33	][IC] C24:i3.GRID-2: Can I change my hair just like this.
[21:48:33	]Jody Mayflower is fully healed.
[21:48:34	]S10/OSL.GHOST-70 entered observer.
[21:48:35	]Joe Mama has used a context menu option with the name: rb655_dissolve
[21:48:35	]Denis Volkov ran SAM command 'asay' with arguments: 'I need my hp set to 100'
[21:48:36	]C24:i1.JUDGE-2 has changed C24:i1.JUDGE-2's bodygroups.
[21:48:36	]Joe Biden used command '/ActSit 8'.
[21:48:36	]average rebel sigma has gained a '8rnd 870-magazine' #1652723.
[21:48:36	]average rebel sigma has lost a '8rnd 870-magazine' #1652690.
[21:48:36	]Joe Mama has used a context menu option with the name: rb655_dissolve
[21:48:37	]Tyrone long Dee Style used command '/ActPant'.
[21:48:37	]John Black has gained a '8rnd 870-magazine' #1653176.
[21:48:37	]John Black has lost a '8rnd 870-magazine' #1653174.
[21:48:39	]Jody Mayflower ran SAM command 'armor' with arguments: 'jody' '75'
[21:48:40	][OOC] S10/OWS.VAMP-87: start time now?
[21:48:40	]C24:i3.GRID-2 has changed C24:i3.GRID-2's bodygroups.
[21:48:41	]S10/OSL.GHOST-70 exited observer at their location.
[21:48:41	]John Black has gained a '8rnd 870-magazine' #1653174.
[21:48:41	]John Black has lost a '8rnd 870-magazine' #1653176.
[21:48:42	]S10/OSL.GHOST-70 entered observer.
[21:48:42	]Joe Mama ran SAM command 'hp' with arguments: 'volkov' '100'
[21:48:42	][IC] C24:i3.GRID-2: Ight.
[21:48:42	]S10/OSL.GHOST-70 exited observer at their location.
[21:48:42	]C24:RCT.KING-4 has changed C24:RCT.KING-4's bodygroups.
[21:48:42	][IC] C24:i1.JUDGE-2: <:: Femaleee captainnnn. ::>
[21:48:43	]S10/OSL.GHOST-70 entered observer.
[21:48:44	]Joe Mama claimed a report by Denis Volkov (pite).
[21:48:44	]average rebel sigma ran 'take' on item 'Handheld Radio' (#162392)
[21:48:44	]average rebel sigma has gained a 'Handheld Radio' #162392.
[21:48:44	]Jody Mayflower used the 'John Doe' vendor.
[21:48:44	]Denis Volkov is fully healed.
[21:48:45	][IC] C24:i3.GRID-2: We goin operator.
[21:48:45	][IC] Tyrone long Dee Style: Guess I am trapped.
[21:48:45	]S10/OSL.GHOST-70 exited observer at their location.
[21:48:45	][IC] C17:RCT.YELLO-55: <:: Holy SHIT. ::>
[21:48:46	]C24:i1.JUDGE-2 used command '/SetOwnName a'.
[21:48:46	]Tyrone long Dee Style used command '/ExitAct'.
[21:48:47	][IC] C17:RCT.YELLO-55: <:: I MDOING THIS. ::>
[21:48:48	]average rebel sigma ran 'combine' on item '8rnd 870-magazine' (#1652691)
[21:48:48	]Jody Mayflower has gained 0 chips.
[21:48:48	]Jody Mayflower has gained a 'Repair Plating' #1653376.
[21:48:50	][IC] Stan Gomez: <:: WHAT THE FUCK. ::>
[21:48:50	][IC] C24:i3.GRID-2: DEPLOY.
[21:48:51	][IC] Joe Biden: Yes.
[21:48:51	]Tyrone long Dee Style used command '/ToggleRaise'.
[21:48:51	]Joe Mama has spawned a 'Entity [508][npc_zombine_slump]'.
[21:48:52	]Saul Goodman used command '/ToggleRaise'.
[21:48:52	]C17:RCT.YELLO-55 has changed C17:RCT.YELLO-55's bodygroups.
